39096.33,-4466.21
39081.4,-4497.31
39096.87,-4506.13
39126.55,-4472.63
39135.73,-4427.79
39092.11,-4461.27
39073.42,-4505.13
39107.5,-4493.8
39147.8,-4443.44
39136.94,-4409.91
39093.2,-4450.32
39084.48,-4487.67
39109.02,-4480.34
39140.77,-4439.06
39137.46,-4416.46
39091.37,-4450.08
39077.15,-4478.95
39114.12,-4466.17
39140.99,-4432.17
39135.58,-4411.36
39098.48,-4437.51
39085.82,-4466.82
39116.22,-4460.4
39139.87,-4424.53
39140.68,-4398.31
39109.38,-4424.55
39101.76,-4446.41
39133.01,-4434.99
39157.1,-4406.33
39154.36,-4381.14
39111.84,-4414.6
39091.46,-4450.61
39114.23,-4456.56
39150.55,-4417.06
39156.41,-4383.33
39120.45,-4412.46
39098.0,-4452.06
39115.2,-4452.22
39148.81,-4415.3
39156.01,-4385.28
39118.61,-4408.59
39103.84,-4437.63
39134.53,-4431.41
39168.28,-4384.83
39165.91,-4364.27
39129.5,-4403.38
39116.4,-4430.76
39141.93,-4422.99
39163.65,-4393.91
39167.95,-4362.97
39132.56,-4382.62
39112.0,-4413.71
39139.85,-4410.98
39172.79,-4376.4
39168.86,-4355.93
39135.42,-4377.14
39114.86,-4405.17
39147.56,-4395.2
39184.71,-4361.41
39176.08,-4348.35
39133.34,-4381.32
39115.62,-4410.71
39144.45,-4405.22
39177.51,-4366.37
39179.61,-4339.12
39140.43,-4369.07
39123.75,-4395.09
39145.37,-4392.14
39190.96,-4351.3
39191.23,-4323.86
39139.16,-4356.15
39125.54,-4385.17
39153.57,-4379.06
39190.3,-4339.5
39188.38,-4318.22
39154.22,-4331.9
39134.35,-4368.96
39152.72,-4378.93
39193.65,-4331.75
39191.64,-4309.44
39150.4,-4337.74
39136.7,-4367.04
39165.53,-4364.45
39199.08,-4333.2
39202.37,-4304.74
39162.67,-4327.5
39150.62,-4353.43
39172.39,-4348.8
39208.16,-4304.79
39211.2,-4282.93
39167.54,-4311.92
39144.9,-4341.65
39166.45,-4340.64
39195.93,-4315.7
39193.92,-4303.0
39159.7,-4329.29
39149.79,-4342.74
39167.09,-4342.59
39200.84,-4306.96
39201.45,-4279.02
39160.88,-4301.84
39146.2,-4329.62
39166.02,-4333.87
39205.2,-4289.63
39210.32,-4258.81
39176.04,-4292.9
39148.03,-4327.05
39167.81,-4324.88
39199.28,-4291.49
39204.09,-4261.96
39165.91,-4290.51
39136.7,-4330.87
39158.91,-4327.16
39195.21,-4289.9
39201.29,-4258.23
39160.5,-4284.4
39144.96,-4314.31
39172.01,-4310.78
39202.39,-4283.82
39204.04,-4259.48
39169.48,-4274.19
39146.96,-4306.2
39180.46,-4295.45
39224.11,-4261.05
39223.62,-4235.97
39177.71,-4256.6
39157.42,-4285.88
39180.13,-4291.78
39216.04,-4251.61
39218.05,-4224.52
39181.96,-4244.22
39164.1,-4275.42
39185.6,-4280.22
39217.16,-4247.97
39214.86,-4221.73
39170.85,-4250.45
39154.0,-4273.45
39182.36,-4268.83
39212.83,-4250.34
39216.22,-4221.19
39170.96,-4239.81
39147.92,-4276.29
39173.02,-4279.13
39207.37,-4246.09
39213.92,-4219.14
39172.62,-4237.26
39148.88,-4264.69
39174.05,-4262.12
39209.23,-4226.29
39220.7,-4196.12
39186.32,-4219.09
39168.41,-4247.59
39184.13,-4250.12
39211.64,-4219.27
39221.75,-4186.01
39188.35,-4202.37
39159.43,-4239.77
39181.51,-4243.17
39217.54,-4210.98
39225.99,-4171.33
39191.46,-4177.0
39167.03,-4238.58
39180.75,-4254.74
39214.66,-4217.66
39224.43,-4183.55
39185.45,-4203.89
39169.22,-4229.37
39189.78,-4232.24
39222.08,-4201.81
39231.02,-4169.52
39199.32,-4172.58
39174.38,-4210.02
39186.36,-4234.27
39228.27,-4194.39
39239.29,-4161.16
39198.95,-4184.74
39179.43,-4213.13
39198.27,-4216.99
39236.72,-4175.98
39234.64,-4158.41
39192.75,-4183.46
39175.03,-4212.32
39191.84,-4216.14
39227.46,-4175.17
39234.39,-4150.25
39197.49,-4172.42
39174.52,-4203.56
39191.64,-4211.14
39226.39,-4179.75
39236.96,-4148.73
39195.3,-4164.73
39172.97,-4182.93
39201.41,-4182.37
39237.21,-4157.45
39235.56,-4133.11
39198.79,-4150.58
39186.36,-4163.93
39204.82,-4170.5
39241.48,-4144.28
39240.97,-4127.56
39201.63,-4147.17
39178.11,-4175.62
39193.8,-4183.37
39232.38,-4146.63
39238.98,-4124.1
39195.37,-4150.25
39163.59,-4187.44
39188.86,-4185.61
39233.14,-4145.65
39240.86,-4117.75
39208.24,-4130.67
39187.97,-4158.47
39204.45,-4161.36
39240.86,-4124.95
39251.05,-4099.24
39214.59,-4119.07
39191.01,-4151.95
39207.44,-4154.41
39242.93,-4121.13
39246.4,-4103.44
39207.71,-4120.48
39176.8,-4153.4
39197.18,-4147.95
39238.24,-4116.9
39244.32,-4103.98
39205.36,-4115.98
39188.57,-4144.28
39207.66,-4151.59
39239.02,-4117.26
39244.34,-4088.56
39200.2,-4116.01
