-37310.4,-7000.83
-37381.26,-6773.07
-37621.45,-6776.24
-37647.98,-6875.22
-37511.41,-6986.19
-37275.82,-6962.72
-37333.54,-6721.84
-37564.14,-6714.04
-37614.16,-6845.42
-37514.29,-7001.04
-37292.79,-7005.75
-37355.71,-6775.06
-37597.44,-6780.09
-37639.64,-6892.29
-37500.82,-7000.48
-37284.92,-7002.2
-37355.26,-6779.95
-37573.08,-6756.6
-37612.31,-6866.88
-37479.76,-6978.35
-37257.14,-6977.39
-37315.99,-6753.62
-37556.79,-6751.28
-37601.49,-6862.99
-37464.9,-6966.88
-37237.29,-6959.98
-37297.95,-6737.08
-37529.41,-6720.77
-37560.21,-6816.57
-37421.31,-6916.17
-37203.41,-6922.87
-37258.05,-6695.06
-37488.75,-6675.06
-37536.22,-6783.84
-37411.95,-6893.55
-37193.21,-6894.69
-37257.2,-6676.18
-37492.12,-6658.92
-37535.08,-6761.09
-37409.64,-6868.29
-37179.46,-6871.28
-37239.55,-6662.32
-37483.29,-6657.67
-37542.82,-6777.43
-37425.76,-6895.78
-37200.86,-6902.04
-37249.7,-6677.49
-37498.54,-6664.64
-37551.55,-6778.1
-37417.02,-6881.92
-37186.62,-6889.5
-37237.94,-6668.49
-37481.84,-6644.7
-37537.18,-6755.37
-37419.77,-6868.11
-37190.64,-6877.85
-37234.36,-6653.94
-37474.13,-6635.7
-37536.54,-6753.11
-37429.67,-6873.32
-37210.42,-6889.84
-37251.89,-6670.12
-37493.46,-6652.08
-37553.3,-6759.95
-37439.3,-6870.68
-37228.68,-6899.6
-37261.45,-6673.78
-37500.73,-6650.16
-37547.42,-6753.4
-37418.45,-6853.18
-37195.74,-6875.28
-37224.53,-6660.02
-37455.35,-6631.47
-37512.08,-6741.26
-37387.8,-6841.96
-37170.88,-6869.07
-37212.5,-6658.9
-37446.57,-6627.2
-37497.62,-6729.31
-37385.32,-6838.11
-37162.25,-6861.25
-37181.93,-6635.92
-37430.9,-6619.6
-37505.87,-6737.51
-37390.38,-6842.67
-37156.15,-6856.62
-37203.79,-6662.61
-37450.37,-6641.69
-37517.8,-6754.72
-37415.03,-6869.07
-37202.0,-6908.9
-37229.0,-6696.85
-37470.8,-6672.2
-37529.23,-6777.07
-37418.41,-6881.74
-37193.35,-6908.88
-37217.48,-6699.31
-37464.7,-6674.77
-37522.14,-6783.02
-37400.99,-6881.95
-37191.27,-6925.11
-37222.34,-6719.11
-37462.13,-6683.24
-37519.59,-6791.73
-37412.17,-6902.04
-37194.96,-6935.99
-37220.7,-6728.32
-37460.14,-6691.82
-37538.43,-6812.63
-37446.12,-6934.92
-37225.36,-6968.13
-37239.73,-6752.55
-37470.3,-6702.1
-37546.1,-6816.25
-37452.16,-6936.62
-37227.66,-6969.99
-37239.12,-6754.85
-37465.41,-6695.73
-37534.37,-6801.28
-37425.78,-6906.09
-37210.22,-6950.95
-37225.51,-6747.66
-37462.55,-6706.01
-37516.3,-6805.28
-37409.06,-6913.51
-37192.05,-6947.12
-37195.04,-6730.27
-37422.0,-6668.91
-37495.43,-6785.07
-37405.8,-6907.99
-37186.08,-6953.81
-37181.84,-6732.41
-37428.15,-6688.47
-37501.93,-6795.27
-37401.75,-6902.15
-37190.98,-6957.18
-37190.51,-6743.77
-37426.45,-6688.69
-37492.23,-6788.16
-37392.5,-6897.84
-37173.39,-6945.33
-37158.03,-6721.84
-37390.15,-6660.17
-37467.29,-6764.11
-37367.24,-6873.81
-37146.56,-6924.57
-37140.89,-6711.83
-37384.1,-6658.09
-37469.57,-6768.2
-37353.54,-6858.95
-37129.42,-6907.4
-37134.32,-6709.75
-37366.33,-6648.55
-37444.22,-6752.39
-37345.07,-6861.67
-37133.31,-6917.44
-37123.59,-6706.82
-37368.0,-6652.53
-37450.48,-6759.88
-37353.14,-6865.14
-37137.29,-6922.38
-37118.02,-6709.01
-37358.32,-6650.56
-37446.86,-6759.32
-37339.44,-6853.04
-37122.47,-6908.07
-37108.23,-6701.54
-37347.66,-6642.0
-37432.06,-6752.62
-37333.98,-6853.69
-37115.54,-6903.05
-37095.56,-6692.0
-37327.25,-6619.18
-37419.08,-6733.13
-37312.23,-6828.1
-37087.0,-6874.48
-37068.91,-6673.87
-37307.05,-6609.21
-37407.45,-6727.29
-37316.1,-6831.45
-37096.94,-6889.25
-37073.94,-6685.21
-37307.68,-6614.95
-37406.58,-6735.18
-37320.19,-6845.76
-37086.55,-6886.59
-37050.05,-6671.68
-37281.41,-6594.9
-37374.84,-6706.55
-37281.73,-6807.78
-37068.47,-6867.22
-37038.89,-6659.9
-37261.3,-6581.9
-37348.63,-6689.7
-37258.66,-6798.84
-37027.41,-6847.55
-36988.18,-6638.04
-37222.18,-6563.01
-37322.43,-6678.3
-37234.23,-6780.94
-37013.41,-6836.82
-36982.66,-6641.31
-37212.01,-6561.78
-37311.7,-6679.44
-37228.66,-6789.59
-37000.41,-6838.16
-36964.17,-6635.25
-37197.64,-6557.04
-37306.94,-6679.19
-37230.83,-6792.74
-37007.43,-6848.95
-36957.85,-6643.14
-37189.3,-6564.19
-37287.2,-6667.39
-37194.91,-6760.64
-36968.46,-6816.39
-36944.1,-6631.56
-37175.0,-6541.37
-37265.52,-6635.79
-37183.89,-6741.62
-36966.07,-6803.8
-36905.39,-6586.08
-37134.79,-6495.19
-37240.11,-6599.69
-37168.91,-6710.26
-36942.29,-6763.44
-36889.63,-6561.96
-37127.18,-6482.03
-37238.32,-6592.45
-37156.2,-6692.31
-36939.74,-6762.9
-36879.57,-6555.27
-37112.21,-6467.72
-37221.18,-6573.42
-37149.85,-6686.03
-36934.98,-6753.62
-36881.54,-6559.57
-37108.63,-6466.34
-37210.73,-6562.87
-37126.52,-6659.46
-36920.07,-6730.69
-36871.46,-6544.55
