4531.41,-14386.5
4495.49,-14413.34
4193.95,-14648.64
4027.02,-14766.12
4108.32,-14694.68
4515.81,-14397.36
4480.47,-14430.93
4176.6,-14671.77
4024.41,-14774.57
4101.23,-14700.54
4502.36,-14413.9
4484.88,-14430.53
4183.67,-14666.48
4018.69,-14782.28
4089.01,-14719.05
4500.14,-14420.5
4474.39,-14437.8
4173.18,-14672.44
4006.35,-14788.54
4084.0,-14713.06
4500.72,-14416.76
4481.93,-14435.7
4171.84,-14678.46
4008.29,-14786.86
4085.54,-14716.99
4498.6,-14422.51
4477.95,-14434.78
4177.34,-14668.26
4010.62,-14787.82
4086.82,-14716.72
4501.22,-14417.46
4482.44,-14432.61
4191.47,-14654.14
4024.61,-14767.1
4097.5,-14698.31
4511.77,-14404.58
4490.11,-14424.38
4186.53,-14656.11
4018.71,-14771.69
4093.81,-14698.42
4520.26,-14388.96
4503.94,-14400.92
4197.95,-14635.81
4041.96,-14742.47
4109.06,-14677.41
4520.15,-14383.62
4509.38,-14394.61
4216.32,-14620.19
4053.02,-14737.0
4120.16,-14668.47
4533.11,-14373.33
4517.2,-14385.9
4219.67,-14613.5
4052.73,-14732.08
4110.35,-14675.48
4532.22,-14372.1
4524.26,-14382.25
4231.48,-14608.14
4059.81,-14731.5
4114.38,-14676.07
4532.96,-14373.87
4525.4,-14382.05
4227.74,-14610.87
4056.24,-14731.81
4113.46,-14676.02
4530.79,-14379.59
4523.66,-14383.66
4223.05,-14613.21
4047.77,-14737.38
4099.22,-14687.02
4521.67,-14383.28
4526.79,-14382.27
4223.7,-14620.32
4063.95,-14728.68
4118.89,-14671.3
4530.34,-14383.46
4520.24,-14395.53
4216.03,-14628.37
4043.72,-14752.13
4083.78,-14710.76
4498.38,-14412.34
4495.11,-14417.9
4192.92,-14649.2
4027.14,-14766.28
4086.39,-14706.75
4501.8,-14413.48
4505.84,-14414.13
4195.94,-14654.41
4024.3,-14773.45
4070.27,-14725.04
4478.69,-14440.59
4488.23,-14437.48
4192.76,-14662.68
4023.92,-14780.25
